id,member_of_parliament_id,name,number,location,hectares,latitude,longitude,connectivity_url,statcan_url,detail_url
984,157,KAHKEWISTAHAW NO. 72D,9778,,129.5,50.46959381,-102.5561185,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09778&lang=eng
985,157,KAHKEWISTAHAW NO. 72E,9865,,192.1,50.44180976,-102.5428277,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09865&lang=eng
986,157,KAHKEWISTAHAW NO. 72G,9861,,187.1,50.45378548,-102.6114541,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09861&lang=eng
987,157,KAHKEWISTAHAW NO. 72J,9927,,257,50.43493889,-102.5763587,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09927&lang=eng
1828,157,OCEAN MAN 69,132,20 KM NE/NE OF/DE STOUGHTON,1937.9,49.84558766,-103.0693859,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4701809&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=00132&lang=eng
1829,157,OCEAN MAN 69A,9030,,257.2,49.89616011,-103.1548902,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4701810&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09030&lang=eng
1830,157,OCEAN MAN 69B,9001,,47.4,49.88446733,-103.1488144,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4701811&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09001&lang=eng
1831,157,OCEAN MAN 69C,9002,,299.7,49.87639004,-103.0551305,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4701812&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09002&lang=eng
1832,157,OCEAN MAN 69D,9003,,192.2,49.83652258,-102.8993671,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09003&lang=eng
1833,157,OCEAN MAN 69E,9004,,387.8,49.8262,-102.9313,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/2634.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4701813&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09004&lang=eng
1834,157,OCEAN MAN 69F,9005,,194.2,49.80048511,-102.9191894,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4701814&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09005&lang=eng
1835,157,OCEAN MAN 69G,9006,,64.8,49.85390867,-102.938187,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09006&lang=eng
1836,157,OCEAN MAN 69H,9007,,616.1,49.85698046,-102.8713788,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09007&lang=eng
1837,157,OCEAN MAN 69I,9081,,131.1,49.86461845,-102.9145126,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09081&lang=eng
1838,157,OCEAN MAN NO. 69N,9918,,128.8,49.80303479,-102.8753679,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09918&lang=eng
1839,157,OCEAN MAN NO. 69S,9919,,194.6,49.80774933,-102.8887523,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09919&lang=eng
1840,157,OCHAPOWACE 71,6545,8 KM NE/NE OF/DE BROADVIEW,13970.6,50.484,-102.395,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/697.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4705806&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06545&lang=eng
1842,157,OCHAPOWACE 71-10,9178,16 KM NORTHEAST OF WHITEWOOD,192.3,50.36647533,-102.07681,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09178&lang=eng
1843,157,OCHAPOWACE 71-100,9658,,160.6,50.23183873,-102.5001431,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09658&lang=eng
1845,157,OCHAPOWACE 71-102,9578,,63.8,50.16692149,-102.2052379,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09578&lang=eng
1846,157,OCHAPOWACE 71-103,9579,,129.1,50.46242236,-102.2237798,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09579&lang=eng
1847,157,OCHAPOWACE 71-104,9608,,129.5,50.40417759,-102.4702795,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09608&lang=eng
1849,157,OCHAPOWACE 71-106,9525,,129.1,50.43333025,-102.4585844,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09525&lang=eng
1850,157,OCHAPOWACE 71-107,9526,,64.8,50.43693134,-102.4472901,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09526&lang=eng
1851,157,OCHAPOWACE 71-108,9413,12 KM NORTH OF WHITEWOOD,64.7,50.43686277,-102.2066442,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09413&lang=eng
1852,157,OCHAPOWACE 71-109,9527,,193.9,50.42716779,-102.3861851,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09527&lang=eng
1853,157,OCHAPOWACE 71-11,9179,18 KM SOUTH OF ESTERHAZY,128.5,50.48795816,-102.0573966,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09179&lang=eng
1854,157,OCHAPOWACE 71-110,9493,SW1/4 SECTION 22 TOWNSHIP 14 RANGE 2 WEST OF THE SECOND MERIDIAN,64.7,50.18161192,-102.2052318,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09493&lang=eng
1855,157,OCHAPOWACE 71-112,9497,,64.8,50.41500622,-102.1953797,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09497&lang=eng
1856,157,OCHAPOWACE 71-115,9603,,322.9,50.42233626,-102.4679338,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09603&lang=eng
1857,157,OCHAPOWACE 71-116,9559,,194.2,50.43212949,-102.4205354,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09559&lang=eng
1858,157,OCHAPOWACE 71-117,9575,,64.2,50.49504768,-102.1147907,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09575&lang=eng
1859,157,OCHAPOWACE 71-118,9532,,64.7,50.43695713,-102.4128687,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09532&lang=eng
1860,157,OCHAPOWACE 71-119,9651,,307.4,50.37765149,-102.4386242,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09651&lang=eng
1861,157,OCHAPOWACE 71-12,9180,13 KM EAST OF WAPELLA,118.8,50.24729886,-101.7829836,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09180&lang=eng
1863,157,OCHAPOWACE 71-121,9628,,63.1,50.43701492,-102.2410984,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09628&lang=eng
1864,157,OCHAPOWACE 71-122,9655,,57,50.40336445,-102.000856,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09655&lang=eng
1866,157,OCHAPOWACE 71-124,9685,,329.7,50.41371961,-102.4842105,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09685&lang=eng
1867,157,OCHAPOWACE 71-125,9707,,64.7,50.48037928,-102.1836014,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09707&lang=eng
1868,157,OCHAPOWACE 71-126,9659,,64.8,50.44425509,-102.2409998,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09659&lang=eng
1869,157,OCHAPOWACE 71-127,9680,,64.8,50.47316358,-102.1952555,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09680&lang=eng
1870,157,OCHAPOWACE 71-128,9762,,64.3,50.37138219,-102.2753136,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09762&lang=eng
1871,157,OCHAPOWACE 71-129,9718,,128.7,50.4186323,-102.3786401,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09718&lang=eng
1873,157,OCHAPOWACE 71-130,9682,,60.7,50.15953702,-102.1939588,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09682&lang=eng
1877,157,OCHAPOWACE 71-16,9217,15 KM SOUTHEAST OF WHITEWOOD,448.5,50.19453449,-102.171061,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09217&lang=eng
1878,157,OCHAPOWACE 71-17,9218,13 KM EAST OF WHITEWOOD,323.4,50.35530825,-102.0875129,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09218&lang=eng
1881,157,OCHAPOWACE 71-2,9572,,64.7,50.13823981,-102.410064,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09572&lang=eng
1882,157,OCHAPOWACE 71-20,9221,1 KM SOUTHEAST OF CLAYRIDGE & 18 KM NORTHEAST OF DUBUC,193,50.4054247,-102.0232816,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09221&lang=eng
1884,157,OCHAPOWACE 71-22,9564,,384.2,50.43070211,-102.1514441,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09564&lang=eng
1888,157,OCHAPOWACE 71-26,9291,13 KM NORTH OF MOOSOMIN,258.9,50.26498228,-101.7971761,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09291&lang=eng
1889,157,OCHAPOWACE 71-27,9674,,58.9,50.19662589,-102.170616,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09674&lang=eng
1891,157,OCHAPOWACE 71-3,9573,,127.6,50.19984818,-102.2276522,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09573&lang=eng
1892,157,OCHAPOWACE 71-34,9172,14.5 KM SOUTH OF WHITEWOOD,127.7,50.18887539,-102.1996062,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09172&lang=eng
1895,157,OCHAPOWACE 71-37,9292,14 KM NORTHEAST OF WHITEWOOD,64.4,50.42224995,-102.1494314,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09292&lang=eng
1896,157,OCHAPOWACE 71-38,9293,20 KM SOUTH OF ESTERHAZY,65,50.4512541,-102.1036215,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09293&lang=eng
1897,157,OCHAPOWACE 71-39,9294,20.5 KM SOUTH OF ESTERHAZY,129.3,50.46955381,-102.1666053,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09294&lang=eng
1898,157,OCHAPOWACE 71-4,9574,,129.4,50.38955328,-102.0119918,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09574&lang=eng
1900,157,OCHAPOWACE 71-41,9296,17 KM EAST OF KIPLING,64.4,50.12360405,-102.3872646,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09296&lang=eng
1904,157,OCHAPOWACE 71-45,9225,35 KM SOUTHWEST OF ESTERHAZY AND 36 KM EAST OF GRENFELL,118.8,50.36384683,-102.4301417,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09225&lang=eng
1905,157,OCHAPOWACE 71-46,9226,61 KM EAST OF WOLSELEY AND 15 KM NORTHWEST OF WHITEWOOD,64.8,50.38587235,-102.4244581,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09226&lang=eng
1906,157,OCHAPOWACE 71-47,9227,61 KM SOUTH OF SALTCOATS AND 50 KM SOUTHWEST OF LANGENBURG,64.8,50.48798163,-102.0459349,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09227&lang=eng
1908,157,OCHAPOWACE 71-49,9229,24 KM NORTHEAST OF WHITEWOOD AND 18 KM NORTH OF ESTERHAZY,315.3,50.47882744,-102.1373656,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09229&lang=eng
1909,157,OCHAPOWACE 71-5,9131,15 KM NORTH OF BURROWS,63.7,50.43708476,-102.0689334,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09131&lang=eng
1910,157,OCHAPOWACE 71-50,9230,14 KM SOUTHEAST OF WHITEWOOD AND 44 KM NORTH OF ESTERHAZY,124.9,50.28750704,-102.2183053,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09230&lang=eng
1912,157,OCHAPOWACE 71-52,9675,,258.2,50.41870893,-102.4185617,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09675&lang=eng
1913,157,OCHAPOWACE 71-53,9237,16 KM SOUTHEAST OF BIRD'S POINT,129.5,50.47672854,-102.1607069,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09237&lang=eng
1914,157,OCHAPOWACE 71-54,9238,16 KM SOUTHEAST OF BIRD'S POINT,129.1,50.47307354,-102.1609495,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09238&lang=eng
1917,157,OCHAPOWACE 71-57,9300,14 KM NORTH OF WHITEWOOD,315.3,50.45120371,-102.2008914,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09300&lang=eng
1918,157,OCHAPOWACE 71-59,9232,15 KM NORTHEAST OF WHITEWOOD,64,50.45119503,-102.1494431,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09232&lang=eng
1920,157,OCHAPOWACE 71-60,9259,7 KM NORTH OF MOOSOMIN,64.7,50.20735251,-101.69387,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09259&lang=eng
1921,157,OCHAPOWACE 71-61,9260,19 KM NORTHEAST OF WHITEWOOD,64.5,50.41512776,-102.0120074,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09260&lang=eng
1922,157,OCHAPOWACE 71-62,9261,20 KM NORTHEAST OF WHITEWOOD,64.4,50.45131013,-102.2066292,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09261&lang=eng
1923,157,OCHAPOWACE 71-63,9258,17 KM NORTH OF BURROWS,191.9,50.45856155,-102.1648851,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09258&lang=eng
1924,157,OCHAPOWACE 71-64,9676,,193.8,50.40781452,-102.3287826,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09676&lang=eng
1925,157,OCHAPOWACE 71-65,9365,15 KM NORTH OF WHITEWOOD,503.9,50.47159047,-102.2463857,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09365&lang=eng
1926,157,OCHAPOWACE 71-66,9366,15 KM NORTH OF BROADVIEW,275.2,50.25324963,-102.5158861,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09366&lang=eng
1927,157,OCHAPOWACE 71-67,9367,20 KM SOUTH OF ESTERHAZY,64.8,50.45863176,-102.1264951,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09367&lang=eng
1928,157,OCHAPOWACE 71-68,9677,,129.2,50.40420107,-102.3899279,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09677&lang=eng
1931,157,OCHAPOWACE 71-70,9368,14 KM SOUTH OF WHITEWOOD,64,50.1887066,-102.2509713,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09368&lang=eng
1932,157,OCHAPOWACE 71-71,9324,12 KM SOUTH OF BROADVIEW,64.8,50.24746005,-102.5503564,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09324&lang=eng
1934,157,OCHAPOWACE 71-73,9386,14 KM NORTH OF WHITEWOOD,193.3,50.45874684,-102.2525038,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09386&lang=eng
1935,157,OCHAPOWACE 71-74,9387,16 KM NORTHEAST OF WHITEWOOD,63.8,50.4078428,-102.0807714,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09387&lang=eng
1937,157,OCHAPOWACE 71-76,9496,,64.8,50.37864389,-102.2753212,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09496&lang=eng
1938,157,OCHAPOWACE 71-77,9322,15 KM NORTH OF WHITEWOOD,64.2,50.45879184,-102.2753317,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09322&lang=eng
1940,157,OCHAPOWACE 71-79,9568,,193.8,50.4807185,-102.210387,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09568&lang=eng
1942,157,OCHAPOWACE 71-80,9369,13 KM NORTH OF WHITEWOOD,386.7,50.45396926,-102.1875524,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09369&lang=eng
1943,157,OCHAPOWACE 71-82,9569,,127.3,50.49152148,-102.0805531,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09569&lang=eng
1944,157,OCHAPOWACE 71-83,9601,,127.5,50.46237462,-102.2520429,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09601&lang=eng
1946,157,OCHAPOWACE 71-87,9629,,322.7,50.24860706,-102.4896558,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09629&lang=eng
1947,157,OCHAPOWACE 71-88,9370,11 KM NORTH OF WHITEWOOD,64.3,50.42221073,-102.2066305,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09370&lang=eng
1948,157,OCHAPOWACE 71-89,9371,20 KM SOUTH OF ESTERHAZY,138.8,50.49735691,-102.1504608,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09371&lang=eng
1949,157,OCHAPOWACE 71-9,9135,16 KM NORTHEAST OF WHITEWOOD,64.2,50.40057878,-102.0349281,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09135&lang=eng
1950,157,OCHAPOWACE 71-91,9606,,128.4,50.40785944,-102.4299313,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09606&lang=eng
1951,157,OCHAPOWACE 71-92,9602,,45,50.40014309,-102.3328557,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09602&lang=eng
1952,157,OCHAPOWACE 71-93,9414,16 KM NORTHEAST OF WHITEWOOD,62.8,50.39311343,-102.0690102,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09414&lang=eng
1953,157,OCHAPOWACE 71-95,9372,14 KM NORTH OF WHITEWOOD,64.4,50.458819,-102.240994,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09372&lang=eng
1954,157,OCHAPOWACE 71-96,9373,17 KM NORTH OF WHITEWOOD,16.2,50.48046648,-102.2368547,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09373&lang=eng
1955,157,OCHAPOWACE 71-97,9607,,129.5,50.35679519,-102.0519652,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09607&lang=eng
1956,157,OCHAPOWACE 71-98,9576,,70.1,50.47690235,-102.1929767,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09576&lang=eng
1962,157,OCHAPOWACE NO. 71-31,9938,,128,50.42972392,-102.0689143,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09938&lang=eng
2168,157,PIAPOT 75,6571,43 KM W/O OF/DE FORT QU'APPELLE,2548.2,50.744,-104.433,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/722.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4706809&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06571&lang=eng
2169,157,PIAPOT 75E,9336,"19-1/4 SEC IN TWP 9,10,11 RGE 20,21,22 W2M NEAR DUMMER SASK",1226.4,49.82916381,-104.8416287,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09336&lang=eng
2171,157,PIAPOT CREE FIRST NATION 75G,9540,,1345.9,49.76449311,-104.6802518,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09540&lang=eng
2172,157,PIAPOT CREE FIRST NATION 75H,9335,"FOURTEEN QUARTER SECTIONS LOCATED IN TOWNSHIPS 9, 10 & 12    IN RANGES 21 & 22 W2M IN THE VICINITY OF DUMMER SASKATCHEWAN",894.6,49.90301158,-104.8289643,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09335&lang=eng
2173,157,PIAPOT CREE FIRST NATION 75I,9627,,964.7,49.85360832,-104.7959403,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09627&lang=eng
2174,157,PIAPOT CREE FIRST NATION 75J,9626,,1405.3,49.81509376,-104.8998399,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09626&lang=eng
2176,157,PIAPOT FIRST NATION 75T,9549,,2287.1,50.39218669,-104.5263426,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09549&lang=eng
